matchid,year,innings,bowler,over,runs,wickets,stat,url
980971,2016,1,Mohammed Shami,19,16,1,3-0-34-1,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980971.html?innings=1;view=commentary
980971,2016,1,CH Morris,20,13,0,4-0-30-2,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980971.html?innings=1;view=commentary
980971,2016,2,Sandeep Sharma,1,2,0,1-0-2-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980971.html?innings=2;view=commentary
980971,2016,2,MM Sharma,2,7,0,1-0-7-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980971.html?innings=2;view=commentary
980971,2016,2,KC Cariappa,3,6,0,1-0-6-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980971.html?innings=2;view=commentary
980971,2016,2,MM Sharma,4,7,0,2-0-14-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980971.html?innings=2;view=commentary
980971,2016,2,MP Stoinis,5,11,0,1-0-11-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980971.html?innings=2;view=commentary
980971,2016,2,AR Patel,6,16,0,1-0-16-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980971.html?innings=2;view=commentary
980971,2016,2,KC Cariappa,7,11,0,2-0-17-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980971.html?innings=2;view=commentary
980971,2016,2,MP Stoinis,8,9,1,2-0-20-1,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980971.html?innings=2;view=commentary
980971,2016,2,AR Patel,9,5,0,2-0-21-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980971.html?innings=2;view=commentary
980971,2016,2,KC Cariappa,10,15,0,3-0-32-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980971.html?innings=2;view=commentary
980971,2016,2,AR Patel,11,6,0,3-0-27-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980971.html?innings=2;view=commentary
980971,2016,2,Sandeep Sharma,12,7,0,2-0-9-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980971.html?innings=2;view=commentary
980971,2016,2,AR Patel,13,5,0,4-0-32-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980971.html?innings=2;view=commentary
980971,2016,2,MP Stoinis,14,17,1,3-0-37-2,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980971.html?innings=2;view=commentary
980971,2016,2,MM Sharma,15,4,0,3-0-18-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980971.html?innings=2;view=commentary
980971,2016,2,KC Cariappa,16,5,1,4-0-37-1,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980971.html?innings=2;view=commentary
980971,2016,2,MP Stoinis,17,3,1,4-0-40-3,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980971.html?innings=2;view=commentary
980971,2016,2,Sandeep Sharma,18,12,1,3-0-21-1,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980971.html?innings=2;view=commentary
980971,2016,2,MM Sharma,19,3,0,4-0-21-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980971.html?innings=2;view=commentary
980971,2016,2,Sandeep Sharma,20,15,0,4-0-36-1,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980971.html?innings=2;view=commentary
980973,2016,1,TG Southee,1,6,0,1-0-6-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980973.html?innings=1;view=commentary
980973,2016,1,MJ McClenaghan,2,7,0,1-0-7-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980973.html?innings=1;view=commentary
980973,2016,1,TG Southee,3,9,0,2-0-15-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980973.html?innings=1;view=commentary
980973,2016,1,Harbhajan Singh,4,11,0,1-0-11-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980973.html?innings=1;view=commentary
980973,2016,1,JJ Bumrah,5,6,0,1-0-6-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980973.html?innings=1;view=commentary
980973,2016,1,MJ McClenaghan,6,11,0,2-0-18-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980973.html?innings=1;view=commentary
980973,2016,1,HH Pandya,7,10,0,1-0-10-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980973.html?innings=1;view=commentary
980973,2016,1,Harbhajan Singh,8,6,0,2-0-17-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980973.html?innings=1;view=commentary
980973,2016,1,KA Pollard,9,9,0,1-0-9-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980973.html?innings=1;view=commentary
980973,2016,1,Harbhajan Singh,10,9,1,3-0-26-1,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980973.html?innings=1;view=commentary
980973,2016,1,KH Pandya,11,5,0,1-0-5-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980973.html?innings=1;view=commentary
980973,2016,1,Harbhajan Singh,12,3,1,4-0-29-2,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980973.html?innings=1;view=commentary
980973,2016,1,JJ Bumrah,13,3,0,2-0-9-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980973.html?innings=1;view=commentary
980973,2016,1,TG Southee,14,6,0,3-0-21-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980973.html?innings=1;view=commentary
980973,2016,1,KA Pollard,15,14,0,2-0-23-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980973.html?innings=1;view=commentary
980973,2016,1,MJ McClenaghan,16,13,0,3-0-31-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980973.html?innings=1;view=commentary
980973,2016,1,JJ Bumrah,17,13,0,3-0-22-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980973.html?innings=1;view=commentary
980973,2016,1,TG Southee,18,14,0,4-0-35-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980973.html?innings=1;view=commentary
980973,2016,1,JJ Bumrah,19,13,0,4-0-35-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980973.html?innings=1;view=commentary
980973,2016,1,MJ McClenaghan,20,7,1,4-0-38-1,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980973.html?innings=1;view=commentary
980973,2016,2,B Kumar,1,5,1,1-0-5-1,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980973.html?innings=2;view=commentary
980973,2016,2,A Nehra,2,4,1,1-0-4-1,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980973.html?innings=2;view=commentary
980973,2016,2,B Kumar,3,11,0,2-0-16-1,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980973.html?innings=2;view=commentary
980973,2016,2,A Nehra,4,10,2,2-0-14-3,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980973.html?innings=2;view=commentary
980973,2016,2,BB Sran,5,1,1,1-0-1-1,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980973.html?innings=2;view=commentary
980973,2016,2,A Nehra,6,1,0,3-0-15-3,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980973.html?innings=2;view=commentary
980973,2016,2,MC Henriques,7,4,0,1-0-4-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980973.html?innings=2;view=commentary
980973,2016,2,BB Sran,8,10,0,2-0-11-1,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980973.html?innings=2;view=commentary
980973,2016,2,MC Henriques,9,2,1,2-0-6-1,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980973.html?innings=2;view=commentary
980973,2016,2,Mustafizur Rahman,10,4,1,1-0-4-1,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980973.html?innings=2;view=commentary
980973,2016,2,MC Henriques,11,4,0,3-0-10-1,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980973.html?innings=2;view=commentary
980973,2016,2,Mustafizur Rahman,12,4,1,2-0-8-2,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980973.html?innings=2;view=commentary
980973,2016,2,MC Henriques,13,8,0,4-0-18-1,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980973.html?innings=2;view=commentary
980973,2016,2,Mustafizur Rahman,14,8,1,3-0-16-3,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980973.html?innings=2;view=commentary
980973,2016,2,BB Sran,15,7,0,3-0-18-1,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980973.html?innings=2;view=commentary
980973,2016,2,B Kumar,16,7,0,3-0-23-1,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980973.html?innings=2;view=commentary
980975,2016,1,P Kumar,1,5,0,1-0-5-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980975.html?innings=1;view=commentary
980975,2016,1,DS Kulkarni,2,10,0,1-0-10-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980975.html?innings=1;view=commentary
980975,2016,1,P Kumar,3,2,2,2-0-7-2,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980975.html?innings=1;view=commentary
980975,2016,1,DS Kulkarni,4,4,1,2-0-14-1,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980975.html?innings=1;view=commentary
980975,2016,1,P Kumar,5,0,0,3-1-7-2,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980975.html?innings=1;view=commentary
980975,2016,1,DR Smith,6,6,1,1-0-6-1,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980975.html?innings=1;view=commentary
980975,2016,1,DS Kulkarni,7,5,0,3-0-19-1,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980975.html?innings=1;view=commentary
980975,2016,1,DR Smith,8,8,0,2-0-14-1,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980975.html?innings=1;view=commentary
980975,2016,1,DJ Bravo,9,2,0,1-0-2-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980975.html?innings=1;view=commentary
980975,2016,1,S Kaushik,10,14,0,1-0-14-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980975.html?innings=1;view=commentary
980975,2016,1,RA Jadeja,11,7,0,1-0-7-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980975.html?innings=1;view=commentary
980975,2016,1,PV Tambe,12,10,0,1-0-10-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980975.html?innings=1;view=commentary
980975,2016,1,RA Jadeja,13,9,0,2-0-16-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980975.html?innings=1;view=commentary
980975,2016,1,PV Tambe,14,5,0,2-0-15-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980975.html?innings=1;view=commentary
980975,2016,1,RA Jadeja,15,9,0,3-0-25-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980975.html?innings=1;view=commentary
980975,2016,1,DJ Bravo,16,10,0,2-0-12-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980975.html?innings=1;view=commentary
980975,2016,1,DS Kulkarni,17,11,0,4-0-30-1,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980975.html?innings=1;view=commentary
980975,2016,1,DJ Bravo,18,14,0,3-0-26-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980975.html?innings=1;view=commentary
980975,2016,1,P Kumar,19,12,0,4-1-19-2,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980975.html?innings=1;view=commentary
980975,2016,1,DJ Bravo,20,13,0,4-0-39-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980975.html?innings=1;view=commentary
980975,2016,2,AD Russell,1,1,0,1-0-1-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980975.html?innings=2;view=commentary
980975,2016,2,M Morkel,2,9,0,1-0-9-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980975.html?innings=2;view=commentary
980975,2016,2,Shakib Al Hasan,3,13,0,1-0-13-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980975.html?innings=2;view=commentary
980975,2016,2,AD Russell,4,11,0,2-0-12-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980975.html?innings=2;view=commentary
980975,2016,2,PP Chawla,5,2,0,1-0-2-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980975.html?innings=2;view=commentary
980975,2016,2,Shakib Al Hasan,6,10,1,2-0-23-1,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980975.html?innings=2;view=commentary
980975,2016,2,M Morkel,7,17,0,2-0-26-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980975.html?innings=2;view=commentary
980975,2016,2,PP Chawla,8,4,1,2-0-6-1,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980975.html?innings=2;view=commentary
980975,2016,2,GB Hogg,9,14,0,1-0-14-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980975.html?innings=2;view=commentary
980975,2016,2,UT Yadav,10,8,0,1-0-8-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980975.html?innings=2;view=commentary
980975,2016,2,M Morkel,11,4,0,3-0-30-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980975.html?innings=2;view=commentary
980975,2016,2,UT Yadav,12,10,0,2-0-18-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980975.html?innings=2;view=commentary
980975,2016,2,M Morkel,13,8,0,4-0-38-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980975.html?innings=2;view=commentary
980975,2016,2,AD Russell,14,9,1,3-0-21-1,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980975.html?innings=2;view=commentary
980975,2016,2,Shakib Al Hasan,15,15,0,3-0-38-1,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980975.html?innings=2;view=commentary
980975,2016,2,PP Chawla,16,16,0,3-0-22-1,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980975.html?innings=2;view=commentary
980975,2016,2,GB Hogg,17,5,1,2-0-19-1,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980975.html?innings=2;view=commentary
980975,2016,2,PP Chawla,18,8,0,4-0-30-1,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980975.html?innings=2;view=commentary
980977,2016,1,Sandeep Sharma,1,9,0,1-0-9-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980977.html?innings=1;view=commentary
980977,2016,1,Anureet Singh,2,4,0,1-0-4-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980977.html?innings=1;view=commentary
980977,2016,1,MM Sharma,3,11,0,1-0-11-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980977.html?innings=1;view=commentary
980977,2016,1,MP Stoinis,4,20,0,1-0-20-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980977.html?innings=1;view=commentary
980977,2016,1,Anureet Singh,5,5,0,2-0-9-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980977.html?innings=1;view=commentary
980977,2016,1,AR Patel,6,7,0,1-0-7-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980977.html?innings=1;view=commentary
980977,2016,1,MP Stoinis,7,5,0,2-0-25-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980977.html?innings=1;view=commentary
980977,2016,1,KC Cariappa,8,3,2,1-0-3-2,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980977.html?innings=1;view=commentary
980977,2016,1,AR Patel,9,3,1,2-0-10-1,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980977.html?innings=1;view=commentary
980977,2016,1,Anureet Singh,10,6,0,3-0-15-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980977.html?innings=1;view=commentary
980977,2016,1,AR Patel,11,6,0,3-0-16-1,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980977.html?innings=1;view=commentary
980977,2016,1,KC Cariappa,12,6,0,2-0-9-2,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980977.html?innings=1;view=commentary
980977,2016,1,MP Stoinis,13,10,0,3-0-35-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980977.html?innings=1;view=commentary
980977,2016,1,KC Cariappa,14,7,0,3-0-16-2,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980977.html?innings=1;view=commentary
980977,2016,1,AR Patel,15,11,0,4-0-27-1,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980977.html?innings=1;view=commentary
980977,2016,1,Sandeep Sharma,16,16,0,2-0-25-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980977.html?innings=1;view=commentary
980977,2016,1,MM Sharma,17,14,0,2-0-25-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980977.html?innings=1;view=commentary
980977,2016,1,Sandeep Sharma,18,12,1,3-0-37-1,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980977.html?innings=1;view=commentary
980977,2016,1,MM Sharma,19,8,0,3-0-33-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980977.html?innings=1;view=commentary
980977,2016,1,Sandeep Sharma,20,12,1,4-0-49-2,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980977.html?innings=1;view=commentary
980977,2016,2,STR Binny,1,5,0,1-0-5-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980977.html?innings=2;view=commentary
980977,2016,2,YS Chahal,2,6,0,1-0-6-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980977.html?innings=2;view=commentary
980977,2016,2,CJ Jordan,3,13,0,1-0-13-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980977.html?innings=2;view=commentary
980977,2016,2,STR Binny,4,11,0,2-0-16-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980977.html?innings=2;view=commentary
980977,2016,2,YS Chahal,5,6,0,2-0-12-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980977.html?innings=2;view=commentary
980977,2016,2,SR Watson,6,7,1,1-0-7-1,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980977.html?innings=2;view=commentary
980977,2016,2,VR Aaron,7,7,0,1-0-7-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980977.html?innings=2;view=commentary
980977,2016,2,Iqbal Abdulla,8,8,0,1-0-8-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980977.html?innings=2;view=commentary
980977,2016,2,VR Aaron,9,9,0,2-0-16-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980977.html?innings=2;view=commentary
980977,2016,2,Iqbal Abdulla,10,9,0,2-0-17-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980977.html?innings=2;view=commentary
980977,2016,2,YS Chahal,11,5,1,3-0-17-1,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980977.html?innings=2;view=commentary
980977,2016,2,SR Watson,12,5,0,2-0-12-1,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980977.html?innings=2;view=commentary
980977,2016,2,CJ Jordan,13,11,0,2-0-24-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980977.html?innings=2;view=commentary
980977,2016,2,Iqbal Abdulla,14,9,0,3-0-26-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980977.html?innings=2;view=commentary
980977,2016,2,VR Aaron,15,9,0,3-0-25-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980977.html?innings=2;view=commentary
980977,2016,2,YS Chahal,16,13,0,4-0-30-1,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980977.html?innings=2;view=commentary
980977,2016,2,SR Watson,17,3,1,3-0-15-2,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980977.html?innings=2;view=commentary
980977,2016,2,CJ Jordan,18,13,0,3-0-37-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980977.html?innings=2;view=commentary
980977,2016,2,SR Watson,19,7,0,4-0-22-2,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980977.html?innings=2;view=commentary
980977,2016,2,CJ Jordan,20,15,0,4-0-52-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980977.html?innings=2;view=commentary
980979,2016,1,AB Dinda,1,2,0,1-0-2-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980979.html?innings=1;view=commentary
980979,2016,1,RP Singh,2,9,0,1-0-9-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980979.html?innings=1;view=commentary
980979,2016,1,AB Dinda,3,7,0,2-0-9-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980979.html?innings=1;view=commentary
980979,2016,1,RP Singh,4,1,1,2-0-10-1,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980979.html?innings=1;view=commentary
980979,2016,1,AB Dinda,5,2,0,3-0-11-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980979.html?innings=1;view=commentary
980979,2016,1,RP Singh,6,13,0,3-0-23-1,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980979.html?innings=1;view=commentary
980979,2016,1,R Ashwin,7,6,0,1-0-6-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980979.html?innings=1;view=commentary
980979,2016,1,A Zampa,8,5,0,1-0-5-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980979.html?innings=1;view=commentary
980979,2016,1,R Ashwin,9,6,0,2-0-12-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980979.html?innings=1;view=commentary
980979,2016,1,R Bhatia,10,11,0,1-0-11-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980979.html?innings=1;view=commentary
980979,2016,1,R Ashwin,11,3,1,3-0-15-1,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980979.html?innings=1;view=commentary
980979,2016,1,R Bhatia,12,3,0,2-0-14-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980979.html?innings=1;view=commentary
980979,2016,1,R Ashwin,13,1,0,4-0-16-1,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980979.html?innings=1;view=commentary
980979,2016,1,R Bhatia,14,12,0,3-0-26-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980979.html?innings=1;view=commentary
980979,2016,1,NLTC Perera,15,14,0,1-0-14-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980979.html?innings=1;view=commentary
980979,2016,1,A Zampa,16,3,1,2-0-8-1,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980979.html?innings=1;view=commentary
980979,2016,1,NLTC Perera,17,12,0,2-0-26-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980979.html?innings=1;view=commentary
980979,2016,1,A Zampa,18,3,2,3-0-11-3,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980979.html?innings=1;view=commentary
980979,2016,1,AB Dinda,19,15,0,4-0-26-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980979.html?innings=1;view=commentary
980979,2016,1,A Zampa,20,8,3,4-0-19-6,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980979.html?innings=1;view=commentary
980979,2016,2,B Kumar,1,0,1,1-1-0-1,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980979.html?innings=2;view=commentary
980979,2016,2,A Nehra,2,4,0,1-0-4-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980979.html?innings=2;view=commentary
980979,2016,2,B Kumar,3,4,0,2-1-4-1,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980979.html?innings=2;view=commentary
980979,2016,2,A Nehra,4,10,0,2-0-14-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980979.html?innings=2;view=commentary
980979,2016,2,B Kumar,5,1,0,3-1-5-1,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980979.html?innings=2;view=commentary
980979,2016,2,BB Sran,6,5,0,1-0-5-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980979.html?innings=2;view=commentary
980979,2016,2,MC Henriques,7,5,0,1-0-5-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980979.html?innings=2;view=commentary
980979,2016,2,Yuvraj Singh,8,10,0,1-0-10-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980979.html?innings=2;view=commentary
980979,2016,2,MC Henriques,9,7,0,2-0-12-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980979.html?innings=2;view=commentary
980979,2016,2,Mustafizur Rahman,10,5,0,1-0-5-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980979.html?innings=2;view=commentary
980979,2016,2,BB Sran,11,8,0,2-0-13-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980979.html?innings=2;view=commentary
980979,2016,2,MC Henriques,12,8,1,3-0-20-1,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980979.html?innings=2;view=commentary
980979,2016,2,Mustafizur Rahman,13,8,0,2-0-13-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980979.html?innings=2;view=commentary
980979,2016,2,BB Sran,14,4,1,3-0-17-1,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980979.html?innings=2;view=commentary
980979,2016,2,A Nehra,15,6,1,3-0-20-1,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980979.html?innings=2;view=commentary
980979,2016,2,BB Sran,16,9,0,4-0-26-1,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980979.html?innings=2;view=commentary
980979,2016,2,Mustafizur Rahman,17,5,0,3-0-18-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980979.html?innings=2;view=commentary
980979,2016,2,B Kumar,18,15,0,4-1-20-1,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980979.html?innings=2;view=commentary
980979,2016,2,Mustafizur Rahman,19,8,0,4-0-26-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980979.html?innings=2;view=commentary
980979,2016,2,A Nehra,20,9,2,4-0-29-3,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980979.html?innings=2;view=commentary
980981,2016,1,TG Southee,1,8,0,1-0-8-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980981.html?innings=1;view=commentary
980981,2016,1,MJ McClenaghan,2,3,1,1-0-3-1,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980981.html?innings=1;view=commentary
980981,2016,1,JJ Bumrah,3,1,0,1-0-1-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980981.html?innings=1;view=commentary
980981,2016,1,TG Southee,4,5,1,2-0-13-1,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980981.html?innings=1;view=commentary
980981,2016,1,KH Pandya,5,2,0,1-0-2-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980981.html?innings=1;view=commentary
980981,2016,1,MJ McClenaghan,6,6,0,2-0-9-1,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980981.html?innings=1;view=commentary
980981,2016,1,KH Pandya,7,8,0,2-0-10-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980981.html?innings=1;view=commentary
980981,2016,1,Harbhajan Singh,8,4,0,1-0-4-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980981.html?innings=1;view=commentary
980981,2016,1,JJ Bumrah,9,12,0,2-0-13-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980981.html?innings=1;view=commentary
980981,2016,1,Harbhajan Singh,10,11,0,2-0-15-0,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980981.html?innings=1;view=commentary
980981,2016,1,KH Pandya,11,2,1,3-0-12-1,http://www.espncricinfo.com/indian-premier-league-2016/engine/match/980981.html?innings=1;view=commentary
